is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,download_avg,upload_avg,churn
0,0,5.62,0,0.0,0.0,0.0,1
1,1,11.93,21,0.21,48.2,2.9,0
0,0,9.21,24,0.0,0.0,0.0,1
0,0,5.72,0,0.0,0.0,0.0,1
0,0,5.62,0,0.0,0.0,0.0,1
0,0,6.12,14,0.0,0.0,0.0,1
0,0,11.93,56,0.0,117.3,15.1,0
1,0,10.08,20,0.0,0.0,0.0,1
0,0,6.81,12,0.0,0.0,0.0,1
1,1,8.19,14,0.0,11.5,2.0,1
0,0,8.04,17,0.0,0.0,0.0,1
0,0,6.23,14,0.0,0.0,0.0,1
0,0,11.93,69,0.52,584.6,21.3,0
0,0,11.93,33,0.0,54.7,3.1,0
1,1,11.93,40,1.1,446.2,8.9,0
1,1,5.99,24,0.0,0.0,0.0,1
1,0,11.93,24,0.0,2.9,0.3,0
1,1,8.38,46,0.0,10.8,0.9,1
0,0,8.25,50,0.0,95.1,7.0,1
1,0,11.09,15,0.0,0.0,0.0,1
1,1,11.93,10,1.2,26.7,2.6,0
0,0,7.29,14,0.0,10.2,0.8,1
0,0,5.34,53,0.0,0.0,0.0,1
1,1,11.93,15,1.66,2.8,0.2,0
0,0,8.72,40,0.0,161.6,17.0,1
0,0,5.52,13,0.0,0.0,0.0,1
1,0,11.93,30,0.97,168.6,15.6,0
1,0,7.81,24,0.0,12.2,1.0,1
1,1,12.8,0,0.0,0.0,0.0,1
0,0,11.93,56,0.0,1140.3,65.4,0
1,1,6.29,14,0.0,0.0,0.0,1
0,0,8.75,21,0.0,13.7,1.7,1
1,1,5.62,0,0.0,0.0,0.0,1
0,0,5.62,0,0.0,0.0,0.0,1
0,0,6.42,0,0.0,0.0,0.0,1
0,0,6.35,22,0.0,0.0,0.0,1
0,0,6.24,11,0.0,0.0,0.0,1
0,0,5.14,14,0.0,0.0,0.0,1
0,0,7.22,14,0.0,0.0,0.0,1
0,0,9.38,20,0.0,2.0,0.2,1
0,0,7.82,8,0.0,0.0,0.0,1
1,0,9.59,25,0.0,77.5,4.8,1
1,0,8.27,22,0.0,96.1,5.7,1
1,0,10.55,22,0.0,5.0,0.4,1
0,0,5.64,14,0.0,0.0,0.0,1
1,0,8.36,0,0.0,0.0,0.0,1
0,0,6.54,0,0.0,0.0,0.0,1
0,0,7.09,7,0.0,0.0,0.0,1
1,1,11.93,59,0.46,78.2,36.4,0
1,0,6.83,12,0.0,0.0,0.0,1
1,1,9.23,20,0.0,0.0,0.0,1
0,0,5.62,0,0.0,0.0,0.0,1
0,0,5.62,0,0.0,0.0,0.0,1
1,0,11.93,25,0.04,24.6,3.5,0
0,0,10.24,0,0.0,0.0,0.0,1
1,1,11.93,15,1.26,7.1,0.9,0
1,0,9.96,29,0.0,18.5,4.0,1
0,0,5.47,16,0.0,0.0,0.0,1
1,1,11.93,21,1.74,111.9,6.6,0
1,1,8.45,37,0.0,10.1,1.6,1
0,0,7.04,13,0.0,0.0,0.0,1
1,0,11.93,24,0.0,10.0,0.7,0
1,1,11.93,34,1.68,265.7,18.4,0
0,0,11.93,24,0.0,0.7,0.1,0
0,0,5.7,0,0.0,0.0,0.0,1
0,0,5.25,0,0.0,0.0,0.0,1
1,1,11.7,24,0.0,0.0,0.0,1
0,0,11.51,24,0.0,0.0,0.0,1
1,0,5.51,0,0.0,0.0,0.0,1
1,1,11.93,17,1.77,14.1,1.0,0
1,0,10.19,14,0.0,29.0,2.0,1
1,0,11.93,21,0.12,107.3,2.7,0
0,0,6.26,13,0.0,0.0,0.0,1
1,0,7.91,24,0.0,11.4,1.6,1
0,0,5.62,0,0.0,0.0,0.0,1
1,0,5.3,12,0.0,0.0,0.0,1
1,1,11.93,15,1.65,5.2,0.2,0
0,0,8.33,18,0.0,0.0,0.0,1
0,0,9.06,20,0.0,0.0,0.0,1
1,0,11.89,24,0.0,0.0,0.0,1
1,0,7.85,5,0.0,0.0,0.0,1
0,0,7.21,10,0.0,0.0,0.0,1
0,0,7.31,14,0.0,2.5,0.2,1
0,0,7.44,22,0.0,18.1,2.6,1
0,0,5.34,0,0.0,0.0,0.0,1
0,0,12.16,0,0.0,0.0,0.0,1
1,1,11.93,15,1.32,68.8,3.9,0
0,0,6.92,21,0.33,0.0,0.0,1
1,1,10.56,0,0.0,0.0,0.0,1
1,1,11.93,48,1.01,113.2,7.6,0
0,0,5.53,0,0.0,0.0,0.0,1
0,0,5.61,0,0.0,0.0,0.0,1
1,0,8.95,42,0.0,37.6,5.6,1
0,0,5.69,13,0.0,0.0,0.0,1
1,0,11.93,22,1.06,11.4,0.5,0
0,0,5.94,0,0.0,0.0,0.0,1
0,0,5.47,0,0.0,0.0,0.0,1
0,0,7.73,0,0.0,0.0,0.0,1
0,0,5.69,0,0.0,0.0,0.0,1
0,0,6.07,0,0.0,0.0,0.0,1
0,0,7.47,0,0.0,0.0,0.0,1
0,0,7.36,0,0.0,0.0,0.0,1
0,0,8.32,0,0.0,0.0,0.0,1
0,0,5.43,18,0.0,0.0,0.0,1
0,0,6.46,0,0.0,0.0,0.0,1
1,1,11.06,22,0.0,7.1,0.8,1
1,0,8.49,0,0.0,0.0,0.0,1
0,0,9.28,0,0.0,0.0,0.0,1
0,0,6.45,14,0.0,0.0,0.0,1
0,0,6.41,21,0.0,0.0,0.0,1
1,0,11.02,0,0.0,0.0,0.0,1
0,0,5.94,0,0.0,0.0,0.0,1
1,1,8.78,20,0.0,3.0,0.5,1
0,0,12.61,0,0.0,0.0,0.0,1
1,1,12.44,21,0.0,4.8,0.1,1
1,0,8.05,0,0.0,0.0,0.0,1
0,0,5.69,0,0.0,0.0,0.0,1
1,1,11.93,19,1.88,52.4,2.2,0
0,0,5.61,0,0.0,0.0,0.0,1
0,0,5.25,13,0.0,0.0,0.0,1
1,0,7.65,0,0.0,19.3,5.2,1
0,0,9.56,0,0.0,0.0,0.0,1
0,0,5.98,0,0.0,0.0,0.0,1
0,0,6.27,0,0.0,0.0,0.0,1
0,0,10.06,0,0.0,0.0,0.0,1
1,1,12.19,0,0.0,0.0,0.0,1
0,0,5.61,0,0.0,0.0,0.0,1
0,0,7.45,0,0.0,0.0,0.0,1
0,0,9.99,0,0.0,0.0,0.0,1
0,0,7.08,0,0.0,0.0,0.0,1
0,0,9.57,0,0.0,0.0,0.0,1
0,0,5.37,0,0.0,0.0,0.0,1
0,0,7.08,0,0.0,0.0,0.0,1
0,0,11.93,24,0.0,3.9,0.4,0
0,0,7.32,20,0.0,14.2,0.6,1
0,0,8.36,0,0.0,0.0,0.0,1
1,1,6.28,24,0.0,0.0,0.0,1
0,0,5.12,0,0.0,0.0,0.0,1
1,1,11.92,10,1.26,23.6,1.7,0
1,0,5.98,21,0.0,0.0,0.0,1
1,1,11.92,32,0.99,0.0,0.0,0
0,0,5.42,13,0.0,0.0,0.0,1
0,0,7.87,0,0.0,0.0,0.0,1
1,1,7.17,22,0.0,2.9,0.3,1
0,0,9.55,0,0.0,0.0,0.0,1
0,0,6.05,14,0.0,0.0,0.0,1
0,0,10.19,0,0.0,0.0,0.0,1
0,0,5.63,14,0.0,0.0,0.0,1
1,0,7.77,0,0.0,0.0,0.0,1
0,0,9.55,18,0.0,0.0,0.0,1
1,0,6.14,12,0.0,0.0,0.0,1
1,1,12.12,20,0.0,0.3,0.7,1
0,0,5.85,14,0.0,0.0,0.0,1
0,0,7.35,12,0.0,0.0,0.0,1
1,1,6.55,14,0.0,0.0,0.0,1
1,1,8.85,0,0.0,0.0,0.0,1
1,1,11.92,24,0.0,37.0,5.8,0
0,0,5.12,0,0.0,0.0,0.0,1
1,1,6.03,0,0.0,0.0,0.0,1
1,0,11.92,31,0.0,0.3,0.0,0
1,1,11.92,24,0.0,0.1,0.0,0
1,1,11.92,24,1.01,36.7,1.9,0
0,0,5.56,0,0.0,0.0,0.0,1
1,1,10.47,7,0.0,0.0,0.0,1
1,1,11.92,16,1.79,34.2,2.3,0
0,0,6.95,1,0.0,0.0,0.0,1
0,0,9.72,8,0.0,6.5,0.6,1
0,0,12.34,22,0.0,0.0,0.0,1
1,0,11.17,33,0.0,0.0,0.0,1
0,0,8.55,14,0.0,14.4,0.8,1
1,0,8.82,21,0.0,3.3,0.3,1
1,0,6.18,14,0.0,0.0,0.0,1
1,0,8.98,24,0.0,27.1,9.4,1
1,0,11.92,21,0.33,31.4,5.0,0
1,1,10.09,59,0.0,27.1,23.9,1
0,0,6.08,14,0.0,0.0,0.0,1
1,0,6.37,14,0.0,0.0,0.0,1
0,0,7.58,13,0.0,1.6,0.2,1
1,0,11.92,19,1.78,30.3,1.3,0
0,0,9.42,32,0.0,23.2,5.3,1
1,0,11.92,21,1.93,125.2,6.6,0
0,0,6.55,20,0.0,0.0,0.0,1
1,0,11.89,0,0.0,0.0,0.0,1
0,0,7.41,21,0.0,2.4,0.9,1
0,0,5.28,0,0.0,0.0,0.0,1
1,0,7.05,23,0.0,0.0,0.0,1
0,0,8.32,12,0.0,4.9,0.6,1
0,0,6.19,53,0.0,0.0,0.0,1
1,0,7.32,21,0.0,2.9,0.1,1
1,0,11.92,22,1.16,19.5,2.0,0
1,1,12.76,10,0.57,22.3,4.4,1
0,0,7.47,24,0.0,7.5,1.5,1
1,0,8.52,19,0.0,0.0,0.0,1
1,1,11.92,17,1.95,7.3,0.8,0
0,0,5.37,15,1.86,0.0,0.0,1
0,0,7.04,0,0.0,0.0,0.0,1
1,0,6.84,0,0.0,0.0,0.0,1
1,1,11.92,29,0.23,16.1,1.0,0
1,1,11.92,20,0.37,134.6,7.3,0
0,0,5.73,13,0.0,0.0,0.0,1
0,0,10.36,18,0.0,0.0,0.0,1
1,1,11.92,22,1.96,62.2,5.1,0
0,0,7.25,13,0.0,0.0,0.0,1
0,0,8.69,162,0.0,0.0,0.0,1
0,0,11.92,66,0.01,370.4,14.8,0
1,0,9.45,26,0.0,11.0,2.6,1
1,0,11.92,25,0.21,1.9,0.1,0
0,0,5.55,14,0.0,0.0,0.0,1
1,0,11.42,22,0.0,15.5,1.2,1
0,0,5.6,0,0.0,0.0,0.0,1
1,0,9.03,20,0.0,2.1,0.4,1
1,0,7.39,13,0.0,12.7,0.6,1
1,0,8.55,20,0.0,30.8,2.6,1
1,0,6.48,35,0.0,0.0,0.0,1
0,0,5.44,14,0.0,0.0,0.0,1
0,0,5.25,13,0.0,0.0,0.0,1
0,0,5.85,22,0.0,0.0,0.0,1
1,1,11.13,17,0.0,2.5,0.1,1
1,0,11.92,22,0.07,64.1,7.1,0
1,0,11.74,24,0.0,60.2,3.3,1
0,0,5.77,14,0.0,0.0,0.0,1
0,0,5.6,0,0.0,0.0,0.0,1
1,1,10.8,21,0.0,8.0,1.3,1
1,0,9.95,32,0.0,5.6,0.3,1
1,1,11.92,71,1.16,86.3,2.9,0
0,0,5.6,0,0.0,0.0,0.0,1
1,0,11.92,22,1.44,70.2,2.5,0
0,0,10.09,20,0.0,0.0,0.0,1
0,0,10.46,19,0.0,0.0,0.0,1
1,0,5.79,14,0.0,0.0,0.0,1
1,0,8.35,0,0.0,0.0,0.0,1
0,0,5.64,20,0.0,0.0,0.0,1
0,0,11.36,56,0.0,0.0,0.0,1
1,0,6.57,21,0.0,0.0,0.0,1
0,0,5.33,13,0.0,0.0,0.0,1
1,0,8.1,75,0.0,39.4,1.7,1
1,0,10.39,21,0.0,0.0,0.0,1
0,0,9.19,20,0.0,0.0,0.0,1
1,1,11.92,20,0.46,105.7,7.9,0
0,0,5.6,0,0.0,0.0,0.0,1
0,0,10.89,0,0.0,0.0,0.0,1
1,1,11.92,65,0.15,22.5,1.0,0
0,0,5.29,0,0.0,0.0,0.0,1
0,0,5.93,0,0.0,0.0,0.0,1
0,0,7.71,14,0.0,2.0,0.5,1
0,0,11.92,12,0.0,2.9,0.1,0
0,0,5.6,0,0.0,0.0,0.0,1
1,0,6.56,0,0.0,0.0,0.0,1
0,0,5.28,43,0.0,0.0,0.0,1
1,1,12.3,0,0.0,0.0,0.0,1
1,0,11.92,21,0.49,33.5,11.2,0
0,0,6.7,23,0.53,0.0,0.0,1
0,0,11.92,25,0.21,22.0,0.8,0
1,1,11.92,19,1.78,62.7,5.7,0
1,0,8.96,20,0.0,0.0,0.0,1
1,1,5.22,13,0.0,0.0,0.0,1
0,0,5.34,13,0.0,0.0,0.0,1
1,1,10.95,0,0.0,0.0,0.0,1
0,0,5.62,10,0.0,0.0,0.0,1
1,0,11.91,22,1.28,35.8,2.1,0
0,0,8.09,12,0.0,1.5,0.2,1
0,0,5.84,15,0.0,0.0,0.0,1
0,0,11.91,24,0.0,120.3,10.0,0
1,0,6.71,23,0.0,0.0,0.0,1
0,0,7.62,23,0.0,1.5,0.2,1
0,0,8.44,19,0.0,1.7,0.3,1
1,0,11.91,20,1.3,34.2,5.1,0
0,0,5.6,0,0.0,0.0,0.0,1
1,1,11.91,10,1.13,7.5,1.1,0
0,0,5.44,13,0.0,0.0,0.0,1
0,0,7.23,23,0.0,4.2,0.3,1
0,0,6.88,24,0.0,0.0,0.0,1
1,0,10.75,6,0.0,23.4,1.9,1
0,0,5.47,21,0.0,0.0,0.0,1
0,0,5.5,0,0.0,0.0,0.0,1
0,0,7.62,23,0.0,0.5,0.0,1
1,0,9.46,25,0.0,34.0,2.3,1
1,0,11.05,30,0.0,115.1,7.0,1
1,0,5.44,21,0.0,0.0,0.0,1
1,1,11.8,22,1.17,51.4,6.5,0
1,1,11.8,25,1.68,51.6,5.1,0
1,1,11.8,57,0.0,156.0,12.8,0
0,0,7.1,12,0.0,15.0,0.8,1
1,0,7.15,0,0.0,0.3,0.0,1
1,0,7.16,0,0.0,0.0,0.0,1
1,1,11.79,20,0.54,56.4,5.4,0
1,0,10.69,40,0.49,611.9,54.7,1
1,0,8.34,18,0.0,11.2,0.6,1
1,0,7.71,0,0.0,1.8,0.2,1
1,1,11.76,25,0.1,10.6,0.8,0
1,0,9.85,34,0.0,43.8,7.1,1
1,0,10.81,33,0.0,7.7,1.2,1
0,0,6.67,13,0.0,0.0,0.0,1
1,0,11.74,3,0.0,4.3,0.3,0
1,1,5.7,0,0.0,0.0,0.0,1
1,0,10.9,22,0.0,44.3,5.2,1
1,0,9.19,24,0.0,12.6,0.6,1
0,0,5.81,13,0.0,0.0,0.0,1
0,0,8.21,0,0.0,11.6,0.6,1
0,0,5.34,12,0.0,0.0,0.0,1
0,0,5.21,15,0.0,0.0,0.0,1
1,1,5.81,0,0.0,0.0,0.0,1
1,1,11.72,26,1.43,53.1,7.6,0
1,1,11.72,21,0.1,22.4,3.0,0
0,0,5.4,0,0.0,0.0,0.0,1
1,0,5.91,14,0.0,0.0,0.0,1
1,1,5.39,13,0.0,0.0,0.0,1
0,0,8.56,40,0.0,38.6,3.0,1
1,1,10.1,26,0.0,43.3,1.9,1
0,0,8.46,20,0.0,5.1,0.4,1
0,0,5.87,0,1.15,0.0,0.0,1
0,0,5.98,0,0.0,0.0,0.0,1
1,0,11.7,20,1.61,13.1,0.6,0
1,1,11.7,19,1.93,38.4,3.1,0
0,0,9.33,16,0.0,7.4,0.9,1
0,0,4.84,12,0.0,0.0,0.0,1
1,0,11.69,21,0.27,166.0,11.0,0
1,0,5.72,23,0.0,0.0,0.0,1
0,0,7.37,0,0.0,0.0,0.0,1
0,0,5.32,17,0.0,0.0,0.0,1
1,0,11.68,25,0.33,36.3,2.0,0
1,0,11.86,17,0.0,17.3,1.3,1
1,0,8.88,25,0.0,5.3,0.7,1
1,0,8.91,24,0.0,2.4,0.1,1
1,1,11.66,22,0.83,15.4,1.8,0
1,1,11.65,21,0.43,22.3,1.6,0
1,1,11.65,10,1.16,50.2,6.3,0
0,0,5.25,14,0.0,0.0,0.0,1
0,0,8.72,17,0.0,0.0,0.0,1
1,1,11.64,15,1.13,108.3,5.6,0
1,0,11.64,12,1.02,34.6,1.7,0
0,0,11.64,24,0.0,6.2,0.4,0
1,1,7.94,24,0.0,25.1,1.8,1
1,0,11.62,79,1.86,70.2,9.0,0
1,0,7.6,14,0.0,4.2,0.5,1
1,0,11.62,20,0.76,13.6,0.9,0
1,1,5.92,12,0.0,0.0,0.0,1
1,0,11.61,21,0.09,21.8,2.8,0
0,0,6.99,15,0.0,6.0,0.6,1
1,1,11.6,21,0.44,44.3,3.1,0
1,1,12.33,10,0.5,14.8,3.4,1
1,1,11.6,15,1.64,15.0,1.3,0
0,0,5.61,0,0.0,0.0,0.0,1
1,0,5.76,13,0.0,0.0,0.0,1
0,0,5.18,24,0.0,0.0,0.0,1
1,0,11.59,20,1.0,69.6,4.1,0
1,1,6.74,0,0.0,0.0,0.0,1
1,1,11.59,10,1.17,16.2,0.9,0
0,0,10.0,24,0.0,47.9,2.4,1
1,1,6.3,0,0.0,0.0,0.0,1
1,0,9.46,19,0.0,2.2,0.2,1
1,0,6.57,13,0.0,0.0,0.0,1
0,0,5.24,0,0.0,0.0,0.0,1
1,0,4.9,0,0.7,0.0,0.0,1
1,1,5.86,19,0.0,0.0,0.0,1
1,1,11.49,10,1.22,16.2,2.8,0
1,0,7.66,17,0.0,6.2,0.5,1
1,1,11.47,21,0.05,15.4,1.3,0
1,0,7.78,0,0.0,22.3,1.6,1
0,0,8.02,22,0.0,8.7,0.5,1
0,0,8.06,20,0.0,2.1,0.2,1
0,0,4.67,13,0.0,0.0,0.0,1
1,0,6.56,13,0.0,0.0,0.0,1
1,1,9.79,22,0.0,24.1,0.7,1
1,0,6.1,45,0.0,0.0,0.0,1
1,1,11.39,15,1.28,235.6,9.8,0
0,0,6.06,22,0.65,0.0,0.0,1
0,0,4.87,0,0.0,0.0,0.0,1
1,1,8.84,23,0.0,44.9,2.4,1
1,0,11.33,21,0.11,9.9,0.8,0
1,0,11.33,24,0.0,30.2,4.7,0
0,0,6.6,1,0.0,0.0,0.0,1
0,0,5.82,0,0.0,0.0,0.0,1
0,0,4.5,13,0.0,0.0,0.0,1
1,1,11.3,21,0.21,51.8,4.3,0
1,1,11.27,10,1.1,4.8,0.3,0
1,1,11.24,56,0.13,118.9,9.5,0
1,1,10.72,11,0.0,47.5,8.9,1
1,0,6.08,13,0.0,0.0,0.0,1
0,0,5.61,13,0.0,0.0,0.0,1
0,0,7.36,16,0.0,16.4,1.5,1
0,0,6.18,18,0.0,0.0,0.0,1
0,0,8.35,21,0.0,41.2,1.0,1
0,0,5.02,13,0.0,0.0,0.0,1
0,0,7.2,1,0.0,0.0,0.0,1
1,0,6.94,23,0.0,16.6,2.2,1
0,0,4.81,13,0.0,0.0,0.0,1
1,1,10.85,11,0.0,4.5,0.2,1
0,0,6.91,18,0.0,29.2,2.7,1
1,0,11.13,37,1.62,74.9,8.8,0
1,1,10.53,20,0.0,73.1,12.9,1
1,1,11.12,10,1.42,47.5,5.7,0
1,1,6.51,21,0.0,3.9,0.3,1
1,1,11.09,26,1.85,107.5,64.1,0
1,0,9.24,26,0.0,7.3,1.1,1
0,0,5.76,13,0.0,0.0,0.0,1
0,0,4.74,38,0.0,0.0,0.0,1
1,0,4.71,0,0.0,0.0,0.0,1
0,0,4.68,19,0.0,0.0,0.0,1
0,0,6.23,0,0.0,0.0,0.0,1
1,1,11.01,20,0.02,168.9,26.3,0
1,0,8.22,27,0.0,69.4,5.7,1
1,0,10.99,22,1.14,25.1,4.4,0
0,0,6.55,24,0.0,32.1,4.7,1
1,1,4.64,2,0.0,0.0,0.0,1
1,1,10.95,15,1.3,13.2,1.3,0
1,0,4.62,0,0.0,0.0,0.0,1
0,0,4.7,12,0.0,0.0,0.0,1
1,1,10.92,18,1.82,30.7,5.9,0
0,0,4.49,14,0.0,0.0,0.0,1
1,1,10.9,10,1.38,0.2,0.0,0
0,0,4.57,0,0.0,0.0,0.0,1
1,1,11.08,20,0.0,23.9,1.7,1
0,0,4.56,14,0.0,0.0,0.0,1
1,1,10.85,15,1.34,18.2,1.1,0
1,1,10.83,22,0.0,20.2,2.2,0
0,0,4.88,9,0.0,0.0,0.0,1
0,0,6.38,0,0.0,0.2,0.0,1
0,0,5.87,0,0.0,0.0,0.0,1
0,0,7.13,0,0.0,7.8,0.7,1
1,0,4.28,13,0.0,0.0,0.0,1
1,0,10.77,25,1.76,28.0,2.9,0
1,1,10.76,20,1.26,181.1,5.2,0
0,0,10.76,12,0.0,11.7,1.4,0
1,0,9.37,25,0.0,31.8,1.5,1
0,0,4.44,12,0.0,0.0,0.0,1
0,0,6.21,0,0.0,0.0,0.0,1
0,0,5.35,22,0.71,0.0,0.0,1
1,0,10.75,63,0.0,173.2,22.3,0
1,1,6.35,22,0.0,0.0,0.0,1
0,0,6.2,23,0.0,11.9,1.1,1
1,1,5.14,21,0.0,0.0,0.0,1
1,0,10.74,25,0.17,103.2,10.2,0
1,1,10.73,10,1.43,8.5,0.4,0
0,0,3.94,98,0.0,0.0,0.0,1
0,0,5.2,0,0.0,0.0,0.0,1
1,0,6.39,36,0.0,11.6,2.2,1
0,0,5.16,13,0.0,0.0,0.0,1
1,0,10.73,24,1.84,53.6,2.3,0
1,1,6.73,22,0.0,3.1,0.5,1
1,1,6.16,14,0.0,3.0,0.6,1
0,0,4.5,0,0.0,0.0,0.0,1
0,0,4.14,13,0.0,0.0,0.0,1
1,0,6.14,0,0.0,3.4,0.2,1
0,0,5.75,0,0.0,0.0,0.0,1
0,0,3.95,0,0.0,0.0,0.0,1
0,0,4.16,0,0.0,0.0,0.0,1
0,0,7.66,19,0.0,33.4,1.7,1
0,0,4.22,0,0.0,0.0,0.0,1
0,0,5.26,14,0.0,0.0,0.0,1
0,0,4.39,0,0.0,0.0,0.0,1
1,0,6.05,0,0.0,0.4,0.0,1
1,1,10.71,24,1.32,82.7,5.4,0
0,0,4.16,16,0.0,0.0,0.0,1
0,0,7.05,14,0.0,36.5,13.0,1
1,1,5.7,0,0.0,0.0,0.0,1
1,1,4.39,0,0.0,0.0,0.0,1
0,0,5.95,21,0.0,0.0,0.0,1
1,1,10.7,28,1.41,44.9,3.3,0
1,0,7.12,0,0.0,0.9,0.2,1
0,0,5.78,0,0.24,0.8,0.1,1
0,0,4.85,13,0.0,0.0,0.0,1
1,1,8.45,10,0.0,0.7,0.3,1
1,1,10.7,28,0.08,58.3,34.7,0
1,0,4.18,20,0.0,0.0,0.0,1
0,0,4.91,24,0.0,0.0,0.0,1
1,0,7.99,25,0.0,32.5,3.3,1
0,0,4.41,0,0.0,0.0,0.0,1
0,0,6.7,22,0.0,13.0,1.2,1
1,1,8.25,20,0.0,25.1,1.6,1
0,0,6.13,0,0.0,0.9,0.1,1
1,1,10.68,22,1.07,61.7,3.2,0
1,0,10.68,22,1.03,75.5,2.6,0
0,0,4.79,0,0.0,0.0,0.0,1
1,1,6.26,54,0.0,36.0,10.1,1
0,0,4.36,0,0.0,0.0,0.0,1
0,0,4.52,0,0.0,0.0,0.0,1
1,1,4.42,13,0.0,0.0,0.0,1
0,0,4.31,19,1.56,0.0,0.0,1
0,0,4.86,0,0.0,0.0,0.0,1
1,1,9.62,16,0.0,55.5,2.2,1
1,0,6.21,0,0.0,2.4,0.3,1
1,0,8.77,17,0.0,2.2,0.2,1
1,0,8.18,24,0.0,14.5,1.1,1
1,1,5.33,21,0.0,0.0,0.0,1
1,0,4.5,0,0.27,0.0,0.0,1
1,0,10.25,24,0.0,71.5,7.0,1
1,0,6.0,22,0.0,12.3,0.9,1
0,0,4.36,0,0.0,0.0,0.0,1
1,1,4.36,0,0.0,0.0,0.0,1
0,0,4.22,0,0.0,0.0,0.0,1
0,0,3.82,9,0.0,0.0,0.0,1
1,1,10.65,10,1.15,56.8,7.4,0
1,0,7.27,20,0.0,13.1,1.2,1
1,0,8.07,25,0.0,64.8,3.5,1
1,1,8.62,6,0.0,51.2,2.6,1
1,0,6.79,17,0.0,9.0,1.3,1
1,0,7.31,20,0.0,4.5,0.2,1
1,1,10.64,13,1.5,99.9,8.2,0
1,1,4.51,0,0.0,0.0,0.0,1
1,0,6.6,0,0.0,3.6,0.4,1
1,1,10.64,25,0.12,99.0,4.5,0
0,0,7.77,80,0.0,0.0,0.0,1
1,0,6.69,0,0.0,18.2,0.8,1
1,0,4.44,20,0.0,0.0,0.0,1
0,0,4.14,13,0.0,0.0,0.0,1
1,1,5.81,22,0.0,0.0,0.0,1
0,0,6.24,0,0.0,0.1,0.0,1
1,0,7.47,9,0.0,8.0,1.0,1
1,0,5.67,56,0.0,0.0,0.0,1
1,0,10.62,22,0.07,11.1,2.1,0
